publishingpoliti00lutgrich,"Redwood Empire Association, Langley Porter Neuropsychiatric Institute, Journalism -- California San Francisco, California -- Politics and government, Golden Gate Bridge (San Francisco, Calif.)",,,,
pullorumdiseaseb486beac,"Pullorum disease, Chickens",,,,
pumpingfordraina382weir,"Drainage, Pumping machinery",,,,
puncturevineinca528john,"Weeds, Tribulus terrestris",,,,
pureinsecticides73wood,  Insecticides,,,,
pureyeastinwiner23biol,"Yeast, Wine and wine making",,,,
purplescale226quay,"Scale insects, Citrus",,,,
pursuitofequalit00pole,"Equality before the law, Civil rights, Constitutional history, Derechos civiles, \u00c9galit\u00e9 devant la loi, Droits de l'homme",,,,
pythiumrootrotof629kend,"Milo, Root rots",,,,
qualitysweetcorn557sims,  Sweet corn,,,,
quantitativestat00alle,"Plankton, Plankton, Aquatic biology",,,,
questionofloyalt00snid,"Political participation, Allegiance, Alienation (Social psychology), Public opinion, Personality and politics",,,,
questionsongener00whitrich,"Mechanics -- Problems, exercises, etc, Hydrostatics, Pneumatics",,,,
quevedoelbuscn00rossrich,,,,,
quickdeclineofci0733bitt,"Citrus tristeza disease, Citrus",,,,
quincywoodside00davirich,"Davies, Ralph K. (Ralph Kenneth), 1897-1971, San Francisco Symphony Association, Standard Oil Company, Louise M. Davies Symphony Hall, Architecture, Domestic -- California, Philanthropists -- California San Francisco, Women in the Catholic Church, Quincy (Calif.), genealogy",,,,
rabbitraising09butt,  Rabbits,,,,
rabbitraisinghan09butt,"Rabbits, Rabbits",,,,
raceinvisiblehan00deir,"Black studies, Equal opportunities, Racism & racial discrimination, Work & labour, Social Science, Employment, Business / Economics / Finance, United States, Labor & Industrial Relations - General, Sociology, USA, Ethnic Studies - African American Studies - General, Labor, Social Science / Sociology / General, Blue collar workers, Anthropology - General, Discrimination & Racism, General, African Americans, Discrimination in employment",,,,
racemusicblackcu00rams,"Noirs am\u00e9ricains, Musique populaire, Musik",,,,
racialequalityadv00albrrich,"Democratic Party (Calif.), African American women -- California, Slavery -- United States, Politic activists -- California Alameda County, Discrimination in employment -- California, African Americans -- California, Labor unions -- United States, Civil rights -- California, Schools -- California Berkeley, African American women political activists, Berkeley (Calif.) -- Politics and government, California -- Politics and government",,,,
racingodysseusco00mart,"Martin, Roger H., -- 1943-, St. John's College (Annapolis, Md.), College presidents -- United States -- Biography, Adult college students -- United States -- Biography, Cancer patients -- United States -- Biography",,,,
radicalismrevere00shul,"Winstanley, Gerrard, b. 1609, Radicalism, Levellers",,,,
radicallightalte00anke,"Experimental films, Motion pictures, Motion picture producers and directors",,,,
radioisotoperese00scotrich,"Radioisotopes -- Research, Biophysicists",,,,
railwayrevolutio00moseiala,"Railroads -- Mexico, Mexico -- Economic conditions",,,,
raisinbyproducts431mill,"Crop residues as feed, Agricultural wastes as feed, Lambs",,,,
raisingdairycalv107mead,"Heifers, Dairy cattle, Calves",,,,
raisingdairycalv109mead,"Heifers, Dairy cattle, Calves",,,,
ramayanakingrama00buck,  Ra\u0304ma (Hindu deity),,,,
rangegrassesofca430samp,"Grasses, Forage plants, Range plants, Rangelands",,,,
rangelegumeinocu0842holl,"Legumes, Nitrogen",,,,
rapidpackmethodo521smit,  Fruit,,,,
ratcliffarchitects00ratcrich,"Ratcliff, Walter H. (Walter Harris), 1891-1973, Haymond, Scott, Slama, Murray A, Cadwalader, Burns L, Ratcliff, Haymond & Ratcliff, Ratcliff, Slama & Cadwalader, Ratcliff Architects, University of California, Berkeley, Architecture, Domestic -- California Berkeley, Architects -- California Berkeley, Berkeley (Calif.) -- Buildings, structures, etc, Berkeley (Calif.) -- Social life and customs",,,,
ratingofcaliforn599weir,"Soils, Soil profiles",,,,
rattlesnakesthei00klau,"Rattlesnakes, Rattlesnakes",,,,
raymondchandlers00chan_0,"Chandler, Raymond, 1888-1959 -- Interviews., Authors, American -- 20th century -- Interviews., Detective and mystery stories -- Authorship.",,,,
reactionofcalifo0712cole,  Soil acidity,,,,
readingcaliforni00step,"Arts, American, Arts, Modern",,,,
readingcourseine10wood,  Entomology,,,,
readingcoursesin20mead,  Irrigation,,,,
readingdancingbo00fost,"Modern dance, Choreography, Movement, Aesthetics of, Dance",,,,
readingsinchines00chiw,"Chinese language--History, Communism--China.",,,,
reaganandcabinet00sharrich,"Republican Party (Calif.), California -- Politics and government 1951-",,,,
realfantasiesedw00john,"Steichen, Edward, -- 1879-1973, Advertising photography -- United States -- History",,,,
reallincoln00minorich,  Lincoln, Abraham, 1809-1865,,
rearingdairyheif33hari,"Tuberculosis in animals, Abortion in animals",,,,
rebelsaintmuslim00clan_0,"Islam and politics -- Algeria., Islam and politics -- Tunisia., Sufis -- Algeria -- Political activity., Sufis -- Tunisia -- Political activity., Algeria -- History -- 1516-1830., Algeria -- History -- 1830-1962., Tunisia -- History -- 1516-1881., Tunisia -- History -- 1881-1956.",,,,
recentinvestigat00sincrich,"Prehistoric peoples -- California, California -- Antiquities",,,,
recentproblemsin15berk,"Agricultural experiment stations, Agriculture",,,,
recentwarwithspa00moserich,"Spanish-American War, 1898, Spain -- Colonies America, United States -- Colonial question",,,,
reclaimingameric00shawrich,"Social action, Community organization, Political participation, Action sociale, Organisation communautaire, Participation politique, Mouvements sociaux, R\u00e9sistance au gouvernement",,,,
reclamationofalk617kell,"Alkali lands, Reclamation of land",,,,
reclamationoffre455kell,"Reclamation of land, Alkali lands",,,,
reclamationofwhi601thom,"Alkali lands, Reclamation of land, Reclamation of land, Alkali lands",,,,
recollectionsofn00john,"Johnson, Nunnally, Zanuck, Darryl Francis, 1902-1979, Screenwriters, Motion picture authorship, Motion pictures",,,,
recolllifepaulchenshaw00hensrich,"Henshaw, Paul Carrington, 1913-1986, Homestake Mining Company, Geologists -- United States Biography",,,,
recollprerevolution00alborich,"Russian Americans -- Biography, World War, 1939-1945 -- Personal narratives, Russian, World War, 1939-1945 -- Europe, Eastern, World War, 1939-1945 -- Soviet Union, Russia -- Social life and customs 1533-1917, Soviet Union -- Social life and customs 1917-1970, Soviet Union -- History Revolution, 1917-1921 Personal narratives, Russian",,,,
recommendationsc251beac,"Poultry, Poultry",,,,
reconstructingpu00sull_0,"Political science, Liberalism",,,,
recordofdedicati00univrich,  Agriculture -- California,,,,
recordsaccountsf124shul,"Agriculture, Agriculture, Agriculture",,,,
redcloverseedpro432jone,"Clover, Red clover",,,,
redflagotherpoem00noel,,,,,
redkidneybeansin669smit,"Kidney bean, Kidney bean",,,,
redororangescale222quay,"Scale insects, Citrus",,,,
redspiderofcitru145wood,"Spider mites, Citrus",,,,
redspidersmiteso234quay,"Citrus, Spider mites, Mites",,,,
reducingcostsofr435shar,"Heifers, Dairy farming",,,,
reducinglossfrom0845ross,  Crown-gall disease,,,,
reductionofobser00leusrich,"Time measurements -- Tables, Transit-circle -- Tables",,,,
reflectionsfromp00frug,"Fruge\u0301, August, 1909-, Scholarly publishing, University presses",,,,
reflectsierraclub00siririch,"Brower, David Ross, 1912-2000, Sierra Club, International Physiological Expedition to Antarctica, United States. Army. Corps of Engineers. Manhattan District, Donner Laboratory, Peripheral Canal Project, Save the San Francisco Bay Association, Coastal Alliance, San Francisco Bay Conservation and Development Commission, Conservation of natural resources, Mountaineering, Nuclear energy, Population, Pesticides, Medical physics, Coasts -- California, Water -- California, Antarctica, Peru, Everest, Mount (China and Nepal), Nipomo Dunes (Calif.), Diablo Canyon (Calif.), Yosemite National Park (Calif.), Mineral King Valley (Calif.), Grand Canyon (Ariz.)",,,,
reformchinese00chanrich,"China. Hai guan zong shui wu si shu, Customs administration -- China History 20th century",,,,
refrarebooks00moshrich,"Danton, J. Periam, 1908-, Swank, Raynard Coe, 1912-, University of California (1868-1952). School of Librarianship, University of California, Berkeley. School of Librarianship, University of California, Berkeley. School of Library and Information Studies, Librarians -- California, Library science -- California Berkeley, Rare books -- Study and teaching, Reference services (Libraries) -- Study and teaching, Free Speech Movement (Berkeley, Calif.)",,,,
regardingpolitic00harr,"Political science & theory, Political stability, Politics / Current Events, Politics/International Relations, General, Political Science / General, Political science, Political development",,,,
regentsmanualofe00univiala,  University of California (System),,,,
regentsmanualofe00univrich,  University of California (System),,,,
regentsmanualofl00berkrich,"University of California (System). Regents, University of California, Berkeley",,,,
regionalanesthes00sheriala,  Anesthesia, Conduction,,,
regionallocation231denn,"Strawberries, Frozen fruit",,,,
regulationsconce00univrich,  Greek Theatre (Berkeley, Calif.),,,
reinventingameri00dona,"Independent Evangelical Churches, Sociology, Social Studies, 20th century, Protestantism, Religion - Commentaries / Reference, Religion, USA, Christianity - History - Protestant, Christianity - Protestant, Sociology of Religion, Religion / General, Calvary Chapel (Costa Mesa, Calif.), Hope Chapel (Hermosa Beach, Calif.), Vineyard Christian Fellowship, Toronto Airport Vineyard (Church), Protestant churches, Pentecostal churches, Calvary Chapel movement, Protestantisme, New paradigm churches",,,,
relationbetweenm00chaprich,,,,,
relationofberkel00towerich,  Berkeley, George, 1685-1753,,
relationofcandli561almq,  Eggs,,,,
relationofmaturi428alle,"Plum, Plum, Plum",,,,
relationofpacifi00whee,  Education,,,,
relationofpsycho00grahrich,,,,,
relationofrateof424bust,"Eggs, Chickens",,,,
relationoftimeet00mcta,,,,,
relationofuniver00slatrich,,,,,
relationofvirusd587port,"Potatoes, Virus diseases of plants",,,,
relationshipofso0726jack,"Milkfat, Milk",,,,
relatiuniverseco00slatrich,,,,,
relativecostofma339bruc,  Logging,,,,
relativecostofya371bruc,  Logging,,,,
relativeefficien645hart,  Heifers,,,,
religionfamilyi00geor,"Religion: general, Asian And Oriental Religions, East Asia, Family, Religious life, Religious life and customs, Families",,,,
religionindians00kroerich,"Indians of North America -- California, Indians of North America -- Religion",,,,
religionofindian00kroerich,"Indians of North America -- California, Indians of North America -- Religion",,,,
religionpolitics00bind,"Religion and state--Pakistan, Constitutional history--Pakistan.",,,,
religionsocietyi00lewi,  Religion and sociology,,,,
religiousdieguedno00waterich,"Diegue\u00f1o Indians -- Religion, Diegue\u00f1o Indians",,,,
religiousprogres00paci,  Christianity,,,,
remediesforinsec07wood,  Insect pests,,,,
remediesforinsec115wood,"Insect pests, Fungi in agriculture",,,,
reminiscencesofa00seeg,"Seeger, Charles, 1886-1979, Benton, Thomas Hart, 1889-1975, Cowell, Henry, 1897-1965, Hood, Mantle, Seeger, Ruth Crawford, 1901-1953, Hornbostel, Erich Moritz von, 1877-1935, American Musicological Society, Society for Ethnomusicology, Federal Music Project (U.S.), United States. Farm Security Administration, University of California, Los Angeles. Institute of Ethnomusicology, Ethnomusicologists, Musicology, Musicians",,,,
remoralhisttrans00shierich,"University of California, Berkeley. College of Agriculture, Judges -- California, Agriculture -- California, California -- Politics and government",,,,
reorganization00vannrich,"Augustus, Emperor of Rome, 63 B.C.-14 A.D, Spain -- History Roman period, 218 B.C.-414 A.D",,,,
reorgbiounical00hughrich,"University of California, Berkeley. Dept. of Biology, University of California, Berkeley. Dept. of Molecular and Cell Biology, University of California, Berkeley. Dept. of Integrative Biology, Biology -- Study and teaching California Berkeley, Animal rights activists -- California Berkeley",,,,
reorient00andr,"Economic history, Economic theory & philosophy, International economics, Political Science, History - General History, Competition, International, International economic relations, Business/Economics, ASIA, International - Economics, Asia - China, History / General, Capitalism, International Relations - General, History, International economic relatio",,,,
repcamppartyissues00sharrich,"Reagan, Ronald, Goldwater, Barry M. (Barry Morris), 1909-1998, Republican Party (Calif.), California. Highway Commission, Hippies -- California, Student movements -- California, California -- Politics and government 1951-",,,,
replacingmissing249biol,  Viticulture,,,,
replytostatement00wagnrich,,,,,
reportbylandagen00univrich,,,,,
reportofboardofr00univrich,  University of California (System),,,,
reportofexecutiv00assorich,,,,,
reportoflivestoc219road,  Livestock,,,,
reportofmemomech00calirich,  University of California, Berkeley,,,
reportofplantpat184smit,"Agricultural experiment stations, Plant diseases",,,,
reportofplantpat203smit,"Agricultural experiment stations, Plant diseases",,,,
reportofprogress185shaw,  Grain,,,,
reportonasparagu09smit,  Asparagus-rust,,,,
reportonconditio129hayn,  Olive,,,,
reportonsurveyof280yawf,  Tomato industry,,,,
reportuponboreal00smiley,"Botany, Botany",,,,
reportuponboreal00smilrich,"Botany -- Sierra Nevada (Calif. and Nev.), Botany -- California",,,,
reproductiondiff0822wagn,  Beef cattle,,,,
reproductionofmo00nanc,"Sociology, Social Studies, Sociology, Mother and child, Social Science, General, Movements - Behaviorism, Social Science / Gender Studies, Women and psychoanalysis, Mothers, Women, Madre e hijo, Madres, Mujeres, Psicoana\u0301lisis, Me\u0300res, Femmes, Me\u0300re et enfant, Psychanalyse, Moederschap, Psychoanalyse, Sociale aspecten, Sekserol, Geschlechterrolle, Mutter, Kind, Geschlechtsunterschied, Mutterschaft, Soziologie, Mother-Child Relations",,,,
republicoffearpo00maki,  Iraq -- Politics and government,,,,
researchcoastengineer00wiegrich,"Wiegel, Robert L, University of California, Berkeley. Dept. of Civil and Environmental Engineering, Coastal engineering -- Research History, Shore protection -- Research History, Civil engineers -- California Berkeley",,,,
researchdevelopm00buttrich,"Hewlett-Packard Company, International Telephone and Telegraph Corporation, Litton Industries, Electronics -- United States, Radio -- History, Telecommunication -- United States",,,,
researchfunction00unse,  Research congresses.,,,,
researchingwriti00mcco,"History, Academic writing, Historiography, Histoire, HISTORIA, Geschiedschrijving",,,,
researchwithhard00grenrich,"Jones, Hardin B, Donner Laboratory, Medical physics -- Research, Biophysicists",,,,
resignationofboa00schurich,  University of California, Berkeley,,,
resistantvinesth148twig,"Viticulture, Grapes",,,,
resourcecapitalr284zusm,"Agriculture, Agriculture",,,,
respirationofcit55shil,"Citrus fruits, Hydrocyanic acid, Fumigation",,,,
responsibilityin00laut,"Lautner, John, 1911-1994, Wright, Frank Lloyd, 1867-1959, Architects, Architecture, Organic architecture",,,,
resultsofriceexp354duns,  Rice,,,,
resultsofriceexp375duns,"Rice, Chara vulgaris",,,,
resultsofsurveyt281adam,  Beef industry,,,,
returntohighvall00read,"Read, Kenneth E, Gahuku (Papua New Guinea people), Ethnology",,,,
reviewofcaliforn00millrich,  Polemoniaceae,,,,
reviewofeconomic213king,  Cotton trade,,,,
revisedcompatibi195gray,"Fungicides, Insecticides",,,,
revisionofsoilra47stor,  Soils,,,,
revoltagainstre000pert,"Consumer protection, Trade regulation, Business and politics",,,,
rhbraggoralhist00bragrich,"Bragg, R. H. (Robert H.), University of California, Berkeley. College of Engineering, University of California, Berkeley. Faculty Assistant for Affirmative Action, University of California, Berkeley, University of California, Berkeley, African American college teachers -- California Berkeley",,,,
rhetoricofconspi00rois,"Speeches, addresses, etc., Greek, Conspiracies, Rhetoric, Politics and literature, Conspiracies in literature, Rhetoric, Ancient, Oratory, Ancient",,,,
rhododendronsaza21butt,"Rhododendrons, Azaleas",,,,
rhythmicshapetex00armf,  Decoration and ornament,,,,
riceexperimentsi454duns,  Rice,,,,
riceirrigationme325adam,  Rice,,,,
ricepossiblenewi74shaw,  Rice,,,,
ricericebyproduc420hugh,"Swine, Rice",,,,
richardiii00ross,  Richard III, King of England, 1452-1485,,
richmondresident00claurich,"Filice and Perrelli Canning Company, Germans -- California, Industries -- California Richmond History, Historic buildings -- California Richmond Conservation and restoration, Richmond (Calif.) -- History",,,,
richopthalmologist00guerrich,"Ophthalmology, Ophthalmologists -- Virginia Interviews",,,,
riddinggarden479mich,"Garden pests, Phytopathogenic microorganisms",,,,
riddinggardenofc146mich,"Beneficial insects, Insect pests",,,,
riddinggardenofc149mich,  Insect pests,,,,
risefallofspanis00smitrich,"Spain -- History, Latin America -- History",,,,
riskdiversificat50368cart,"Agricultural diversification, Farm risks",,,,
riskdiversificat503cart,"Agricultural diversification, Farm risks",,,,
riskuncertaintyi300moor,  Lettuce industry,,,,
roleengineeroff00fostrich,"Sinclair, James, Foster, Hugh, Merritt, Ralph Palmer, 1883-1963, Sproul, Robert Gordon, 1891-1975, University of California, Berkeley, Edwards Fields and Stadium (Berkeley, Calif.), Engineers -- California, Water-supply -- California, Surveying -- California, Signs and signboards -- California Berkeley, San Francisco (Calif.) -- Description and travel",,,,
roleoffireinredw323frit,"Forest fires, Redwood (Wood), Coast redwood",,,,
roleofmergersing0777muel,  Cooperative marketing of farm produce,,,,
ronaldreaganmovi00rogi,  Conspiracies,,,,
rootknotnemat3344tyle,  Root-knot,,,,
rootknotnematode330tyle,"Root-knot, Root-knot",,,,
rootstocksforsto0736dayl,"Stocks (Horticulture), Stone fruit",,,,
roseclovernewwin407love,  Rose clover,,,,
rosecultureforho34butt,  Roses,,,,
rosecultureincal148butt,  Roses,,,,
rosecultureincal149butt,  Rose culture,,,,
rotsbunchrotsofg0868hewi,  Grapes,,,,
rougeofnorth00chan,  Married women,,,,
roundwormsinpoul150herm,"Nematodes, Poultry",,,,
rubiredroyaltyne0789olmo,  Grapes,,,,
rubycabernetemer0704olmo,  Grapes,,,,
ruralcreditsyste00meadrich,  Agricultural credit,,,,
ruraltaxdelinque38pete,  Taxation,,,,
russianemigre00pierrich,"Russian Americans -- Biography, Russian Americans -- California, Soviet Union -- History Revolution, 1917-1921 Personal narratives, Russian, Russia -- Social life and customs 1533-1917, Soviet Union -- Social life and customs 1917-1970, Manchuria (China) -- Social life and customs, Estonia -- Social life and customs, Latvia -- Social life and customs",,,,
russianthistlein107shin,"Russian thistle, Russian thistle",,,,
rusteddreamshard00bens,"Unemployment, Plant shutdowns",,,,
sacramentotapeor00reporich,"Warren, Earl, 1891-1974, Knight, Goodwin, 1896-1970, Brown, Edmund G. (Edmund Gerald), 1905-1996, Journalism -- California, California -- Politics and government",,,,
sacramentovalley207sitt,"Rice, Rice, Rice",,,,
sacredinseculara00hamm,  Religion,,,,
sacrednarrativer00dund,"Myth, Mythology",,,,
safeatlastinmidd00gull,"Middle age in literature, American fiction, English fiction, Fiction in English American writers 1900- Special subjects Middle age Critical studies",,,,
safflower532know,"Safflower, Carthamus tinctorius, Carthamus tinctorius, Carthamus tinctorius",,,,
salemathenum1800ashtrich,  Salem Athenaeum,,,,
salesmethodspoli539stok,  Avocado,,,,
saltincyanids72colb,  Cyanides,,,,
salvageprogram6800peirrich,"United States. Forest Service, Forests and forestry -- United States",,,,
salvagingraindam212crue,"Prune, Prune",,,,
samuelwilliamsjo00bartrich,"Williams, Samuel, 1827-1881, Welsh Americans -- California Biography, Journalists -- California San Francisco Biography",,,,
sanbernardinomou00robi_0,"Hiking -- California -- San Bernardino Mountains -- Guidebooks., Trails -- California -- San Bernardino Mountains -- Guidebooks., San Bernardino Mountains (Calif.) -- Guidebooks.",,,,
sanfranbaycons00bodorich,"McAteer, Eugene, Reagan, Ronald, San Francisco Bay Conservation and Development Commission, California Coastal Zone Conservation Commission, Save San Francisco Bay Association, McAteer-Petris Act, Marine resources conservation -- Law and legislation California, Fills (Earthwork) -- Law and legislation California, Environmental law -- California",,,,
sanfrantriallawyer00davirich,"Mooney, Thomas J., 1882-1942, Chessman, Caryl, 1921-1960, Krupp, Alfried, 1907-1967, University of California, Berkeley. School of Law, Lawyers -- California San Francisco, Conduct of court proceedings, Civil rights -- California, Due process of law -- California, Capital punishment -- California, Practice of law",,,,
sanitarycareoper69hend,  Milking machines,,,,
sanitaryengineering00mcgarich,"McGauhey, P. H. (Percy Harold), University of California, Berkeley. Sanitary Engineering Research Laboratory, Engineers -- California Biography",,,,
sanjoaquinexperi663hutc,"Range management, Forage plants",,,,
santamariavalley167hedg,"Vegetables, Farm management",,,,
sarsitexts00goddrich,"Sarsi Indians, Indians of North America, Sarsi language",,,,
satiresofhorace00rudd,  Horace,,,,
savinggopheredci273hodg,  Citrus fruits,,,,
savingraisinsbys211biol,"Raisins, Raisins",,,,
scarletnewgrapev0706olmo,  Grapes,,,,
schoolboycowboym00mona,"Monaghan, Jay, 1891-1980, Historians, Frontier and pioneer life",,,,
schoolgardeninco62babc,"School gardens, Agriculture",,,,
schoolofagricult41univ,"University Farm School, Agricultural education",,,,
schoolofagricult43univ,"University Farm School, Agricultural education",,,,
schooloflife00vandrich,  Baccalaureate addresses,,,,
sciencefiction,,,,,
scienceforfifthg00rowerich,  Science,,,,
scienceideologyw00gree,  nd index,,,,
scienceofmindsfu00godlrich,  Mind and body,,,,
screenwritingfor00hort,  Motion picture authorship,,,,
sculptorodyssey00schnrich,"University of California, Berkeley. Dept. of Art, University of California, Berkeley. Dept. of Architecture, California College of Arts and Crafts (Oakland, Calif.), Sculptors -- California, Art -- Study and teaching California",,,,
searchformeaning00ford,  Meaning (Philosophy),,,,
seasonalchangesi543hart,"Range plants, Forage plants",,,,
seasonallaborreq623adam,  Agricultural laborers,,,,
sebastianivineya00davirich,"Davis, L. Doug, 1928-, Sebastiani, August, Sebastiani, Sylvia Scarafoni, Sebastiani Vineyards, Turner Road Vinters, Wine and wine making -- California Sonoma County, Wine industry -- California Sonoma County, Vintners -- California Sonoma County",,,,
seducingfrenchdi00kuis,"France -- Civilization -- American influences., France -- Civilization -- 20th century., France -- Relations -- United States., United States -- Relations -- France., United States -- Foreign public opinion, French., Public opinion -- France.",,,,
seedbedpreparati0701done,"Sugar beet, Sugar beet",,,,
seedlessraisi2981918biol,"Currant grapes, Grapes",,,,
seedlessraisi2981921biol,"Grapes, Currant grapes, Raisins",,,,
seedproductionof182mill,  Clover,,,,
seedsofsixties00jami,"United States -- Intellectual life -- 20th century, United States -- Civilization -- 1945-",,,,
seedtreatmentfor214mack,"Cereal smut diseases, Seeds",,,,
seedtreatmentsfo31leac,"Seeds, Seeds",,,,
selectedcorrespo00burk,"Burke, Kenneth, 1897-1993, Cowley, Malcolm, 1898-, Authors, American, Critics",,,,
selectedlistofre260vena,  Irrigation,,,,
selectedpoemsfro00noel,  Noel, Roden Berkeley Wriothesley, 1834-1894,,
selectedwritings00sapi,"Language and languages, Indians of North America, Culture",,,,
selectingcornsee180babc,  Corn,,,,
selectingturkeys143newl,  Turkeys,,,,
selectioncareofe14farr,  Dairying,,,,
selectioncost1171923etch,  Irrigation pumps,,,,
selectionofseedw181shaw,  Wheat,,,,
selectionofstock00webbiala,  Citrus fruits -- Propagation,,,,
selectionofstock317webb,  Citrus fruits,,,,
selectionprepara26biol,"Grapes, Viticulture",,,,
selectionsberkel00berk,,,,,
selectionsfrombe00berk,,,,,
selectionsfromli00caldrich,"Theism, Philosophy and religion",,,,
selectiontreatme338deon,"Water-supply, Agricultural, Water, Water",,,,
selectivechemica558asht,  Weeds,,,,
selectiveimprove238shaw,  Lima bean,,,,
selectiveweedkil157craf,  Weeds,,,,
selfimprovemento00rughrich,  Teachers,,,,
selfmixingdustin357smit,"Spraying and dusting in agriculture, Pesticides",,,,
semicentennialce00univiala,,,,,
semicentennialpu00univrich,  University of California, Berkeley,,,
sentience00mats_0,"Materialism, Mind and body, Senses and sensation",,,,
sentinelforhealt00eliz,"Centers for Disease Control (U.S.) -- History, Epidemiology -- United States -- History",,,,
separationofattr00keeprich,"Plautus, Titus Maccius, Latin language",,,,
septictankforfar82belt,  Septic tanks,,,,
septictankforfar84belt,  Septic tanks,,,,
sequoiasonnets00keelrich,,,,,
sequoiasonnetsyc00keel,,,,,
sequoisonnets00keelrich,  California -- Imprints,,,,
sevenlawsofpraye00overrich,,,,,
sewinggrainsacks261koeb,"Grain, Sewing, Bags",,,,
sfphysiciancath00shumrich,"California Historical Society, Physicians -- California San Francisco, Architecture -- California San Francisco, Catholics -- California, San Francisco (Calif.) -- Police, San Francisco (Calif.)",,,,
shakespeareanico00siem,"Shakespeare, William, 1564-1616, Shakespeare, William, 1564-1616, Shakespeare, William, English language, Iconoclasm in literature, Sprache, Bildersprache, Drama in English Shakespeare, William, 1564-1616 - Critical studies",,,,
shambalaconstitu00wina,  Shambala--African people.,,,,
shapingsierranat00duan,"Environmental policy -- Sierra Nevada (Calif. and Nev.), Environmental policy -- West (U.S.), Sustainable development -- Sierra Nevada (Calif. and Nev.), Sierra Nevada (Calif. and Nev.) -- Environmental conditions., Sierra Nevada (Calif. and Nev.) -- Population., West (U.S.) -- Population.",,,,
shastasierralass690thom,  Strawberries,,,,
sheepdiseases130came,  Sheep,,,,
sheepproductioni49mill,  Sheep,,,,
sheepwoolsitua399voor,"Sheep, Wool industry",,,,
shieldinspacetec00lako,"Strategic Defense Initiative, Nuclear arms control",,,,
shipshavens00vandrich,"Sea poetry, Conduct of life",,,,
shortstorymediev00hartrich,"Short story, Short stories, Short story",,,,
shoshoneandialec00kroerich,  Shoshonean languages,,,,
shotholeborer64smit,"Trees, Bark beetles",,,,
shotholediseaseo608wils,"Stone fruit, Stone fruit",,,,
shouldibetestedf00hgil,"Popular medicine, Medical, Diseases, Consumer Health, Medical screening, Diseases - Cancer, Medical / General, Diagnosis, Health Care Delivery, Cancer, Popular works",,,,
shovelingfuelfor00czec,"Economic development, Consumption (Economics), Neoclassical school of economics, Stagnation (Economics), Wachstumspolitik, Kritik",,,,
showstartedonsid00lees,"Lee, S. Charles, Architects, Architecture, Motion picture theaters, Construction industry",,,,
sierraclubleaders01lagerich,"Sierra Club, Conservation of natural resources -- United States",,,,
sierraclubleaders02lagerich,"Sierra Club, Conservation of natural resources -- United States",,,,
significanceofwh00tracrich,"Birds -- Color, Songbirds, Passeriformes",,,,
silagesilagecrop411smit,"Silage, Feeds, Silos",,,,
silentescapethre00cons,"Constante, Lena., Political prisoners -- Romania -- Biography.",,,,
siliconsecondnat00helm,"Santa Fe Institute (Santa Fe, N.M.), Biological systems -- Computer simulation -- Research., Biological systems -- Computer simulation -- Philosophy.",,,,
silkcultureincal363essi,  Sericulture,,,,
silkwormexperime116wood,  Sericulture,,,,
siloincalifornia138woll,  Silos,,,,
simplifiedsewing11dods,  Sewing,,,,
simulationmodelo321nile,"Beet sugar industry, Sugar beet industry, Beets",,,,
sirischainofphil00berkiala,"Continuity, Alchemy, Tar water",,,,
sisterssoninmedi00bellrich,"German poetry -- Middle High German, 1050-1500 History and criticism, Epic poetry, German -- History and criticism",,,,
situationoutlook75well,"Fruit trade, Nuts",,,,
sixdecadesofmaki00pardrich,"Parducci, John A, Parducci Wine Cellars, Wine and wine making -- California Mendocino County History, Vintners -- California",,,,
sixmanbunkhouse08neub,  Agricultural laborers,,,,
sixscreenplaysby00robe,"Film & television screenplays, Film theory & criticism, Performing Arts/Dance, Film - Screenwriting, Performing Arts, Pop Arts / Pop Culture, PER, PER004050, Film & Video - Guides & Reviews, Film & Video - Screenwriting, Film - Guides & Reviews, Performing Arts / General, Motion picture plays, Motion picture plays, American",,,,
sixthchancellor00bowkrich,"Stanford University, City University of New York, University of California, Berkeley, College presidents -- Interviews, Education, Higher -- California",,,,
sixtiesyearsofho00gitl,"Radicalism, Radicalismo, Radicalisme",,,,
sixtyyearslegal00bridrich,"Thelen, Marrin, Johnson and Bridges (Calif.), Six Companies, Inc, Henry J. Kaiser Company, Bechtel Corporation, University of California, Berkeley. University Foundation, Lawyers -- California, Taxation -- Law and legislation, Tax lawyers, World War, 1914-1918, World War, 1939-1945",,,,
sizegradesforrip00bioliala,  Olive -- Grading,,,,
sizegradesforrip263biol,  Olive,,,,
sizeofhighschool00harrrich,,,,,
slavspastpresent00ehrlrich,  Slavs,,,,
sleepingwithdict00harr,"Language and languages, African Americans",,,,
smallearthdams46765brow,"Dams, Earth dams",,,,
smallearthdams467brow,  Earth dams,,,,
smallfruitcul1641923hend,,,,,
smallfruitcultur164hend,  Berries,,,,
smallgroupspolit00whyt,"Communism, Communist self-criticism, Small groups, Political customs and rites",,,,
smallseededhorse257kenn,  Fava bean,,,,
smokinessofoilbu536scho,"Fruit, Oil burners",,,,
smoothinggrounde00swanrich,"Folk literature, Indian, Litt\u00e9rature indienne d'Am\u00e9rique",,,,
snowytreecricket505smit,  Raspberries,,,,
socialadministra00mackrich,,,,,
